Compressor_field__params, relative_error, absolute_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio,FILE_SimStats_Pk,FILE_lya_all_axes_x_Pk,FILE_lya_all_axes_y_Pk,FILE_lya_all_axes_z_Pk
Isabela_velocity_z__tolerance0.5_window-size2048_nCoeff50, 0.00500004, 157882, 6.75071e+07, 72.3021, 1.58245, 15.135, 2.13598,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.05_window-size2048_nCoeff20, 0.000500052, 16.9336, 3.07215e-05, 142.152, 0.582863, 14.0534, 1.42586,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.05_window-size2048_nCoeff20, 0.000500052, 3.86865, 4.99049e-06, 130.868, 0.528481, 13.8866, 1.25668,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.05_window-size2048_nCoeff20, 0.000500056, 1255.25, 8.98681, 119.614, 0.810657, 14.3733, 1.72062,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.05_window-size2048_nCoeff20, 0.000500054, 15294, 1.62969e+06, 88.3332, 0.615597, 14.2041, 1.59299,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.05_window-size2048_nCoeff20, 0.00050005, 16500, 1.9071e+06, 87.6911, 0.638385, 14.1135, 1.60614,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.05_window-size2048_nCoeff20, 0.000500052, 15536, 1.50039e+06, 88.8335, 0.571973, 14.0201, 1.41287,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.1_window-size2048_nCoeff20, 0.00100005, 56.5312, 0.000165553, 134.837, 0.660491, 14.1201, 1.57502,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.1_window-size2048_nCoeff20, 0.00100005, 7.59375, 1.98453e-05, 124.873, 0.562893, 13.9423, 1.34512,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.1_window-size2048_nCoeff20, 0.00100005, 2404.75, 35.2671, 113.677, 1.03495, 14.5977, 1.94636,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.1_window-size2048_nCoeff20, 0.00100005, 30438, 6.19521e+06, 82.5337, 0.778897, 14.3144, 1.77371,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.1_window-size2048_nCoeff20, 0.00100005, 32594, 7.17064e+06, 81.9393, 0.805711, 14.329, 1.78917,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.1_window-size2048_nCoeff20, 0.00100005, 30234, 5.89985e+06, 82.8872, 0.691807, 14.1532, 1.55915,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.15_window-size2048_nCoeff20, 0.00150155, 56.0312, 0.000279481, 132.563, 0.726674, 14.2993, 1.68005,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.15_window-size2048_nCoeff20, 0.00150154, 9.16553, 4.51796e-05, 121.3, 0.586917, 14.0195, 1.41041,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.15_window-size2048_nCoeff20, 0.00150155, 3464, 78.5922, 110.197, 1.23029, 14.7884, 2.09179,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.15_window-size2048_nCoeff20, 0.00150155, 47526, 1.32462e+07, 79.2333, 0.909175, 14.473, 1.89082,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.15_window-size2048_nCoeff20, 0.00150155, 47828, 1.50982e+07, 78.7056, 0.936276, 14.5025, 1.90781,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.15_window-size2048_nCoeff20, 0.00150155, 48848, 1.30684e+07, 79.4333, 0.769304, 14.3359, 1.66163,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.2_window-size2048_nCoeff20, 0.00200005, 115.691, 0.000676489, 128.724, 0.780329, 14.3629, 1.76308,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.2_window-size2048_nCoeff20, 0.00200004, 15.2236, 8.08551e-05, 118.773, 0.608214, 14.0858, 1.46374,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.2_window-size2048_nCoeff20, 0.00200005, 5539.25, 136.368, 107.803, 1.4086, 14.8681, 2.1933,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.2_window-size2048_nCoeff20, 0.00200004, 61766, 2.22516e+07, 76.9806, 1.0214, 14.5642, 1.97561,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.2_window-size2048_nCoeff20, 0.00200005, 60420, 2.49669e+07, 76.5212, 1.04766, 14.548, 1.9938,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.2_window-size2048_nCoeff20, 0.00200005, 65278, 2.27762e+07, 77.0208, 0.835126, 14.4391, 1.7404,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.25_window-size2048_nCoeff20, 0.00250005, 125.277, 0.000803396, 127.977, 0.831341, 14.4337, 1.8319,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.25_window-size2048_nCoeff20, 0.00250004, 15.2236, 0.000125554, 116.862, 0.629852, 14.1416, 1.50975,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.25_window-size2048_nCoeff20, 0.00250004, 6126.5, 210.574, 105.916, 1.57725, 14.8986, 2.26888,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.25_window-size2048_nCoeff20, 0.00250005, 79264, 3.29206e+07, 75.2796, 1.11748, 14.6189, 2.04196,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.25_window-size2048_nCoeff20, 0.00250005, 77074, 3.64009e+07, 74.8837, 1.15042, 14.6063, 2.06071,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.25_window-size2048_nCoeff20, 0.00250005, 80740, 3.49363e+07, 75.1628, 0.891373, 14.5153, 1.80474,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.3_window-size2048_nCoeff20, 0.00300305, 118.852, 0.00125831, 126.029, 0.890344, 14.4582, 1.89072,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.3_window-size2048_nCoeff20, 0.00300304, 18.8237, 0.000173129, 115.466, 0.652375, 14.1558, 1.55119,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.3_window-size2048_nCoeff20, 0.00300305, 7849.75, 301.52, 104.357, 1.74822, 15.035, 2.32744,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.3_window-size2048_nCoeff20, 0.00300305, 88874, 4.50067e+07, 73.9215, 1.20559, 14.693, 2.09611,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.3_window-size2048_nCoeff20, 0.00300305, 96194, 4.913e+07, 73.5814, 1.23902, 14.7364, 2.11509,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.3_window-size2048_nCoeff20, 0.00300305, 101652, 4.94523e+07, 73.6537, 0.948836, 14.5736, 1.85961,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.35_window-size2048_nCoeff20, 0.00350882, 156.977, 0.00153029, 125.179, 0.93374, 14.5849, 1.94163,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.35_window-size2048_nCoeff20, 0.00350882, 16.4009, 0.000234552, 114.147, 0.677862, 14.2501, 1.58896,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.35_window-size2048_nCoeff20, 0.00350882, 8994.25, 402.817, 103.099, 1.87987, 15.1052, 2.37409,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.35_window-size2048_nCoeff20, 0.00350881, 106544, 5.82965e+07, 72.7978, 1.28629, 14.7471, 2.14154,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.35_window-size2048_nCoeff20, 0.00350881, 112898, 6.28438e+07, 72.5122, 1.3171, 14.7825, 2.16066,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.35_window-size2048_nCoeff20, 0.00350882, 107648, 6.6167e+07, 72.3892, 0.996949, 14.6057, 1.90741,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.45_window-size2048_nCoeff20, 0.00450454, 225.094, 0.00226283, 123.48, 1.02854, 14.6798, 2.02434,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.45_window-size2048_nCoeff20, 0.00450455, 24.8389, 0.000392069, 111.916, 0.720627, 14.2989, 1.65471,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.45_window-size2048_nCoeff20, 0.00450455, 10876, 642.858, 101.069, 2.15117, 15.1949, 2.44189,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.45_window-size2048_nCoeff20, 0.00450455, 146120, 8.7005e+07, 71.0588, 1.41466, 14.8065, 2.21222,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.45_window-size2048_nCoeff20, 0.00450455, 137712, 9.17396e+07, 70.8693, 1.47224, 14.9112, 2.23086,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.45_window-size2048_nCoeff20, 0.00450454, 147564, 1.04579e+08, 70.4011, 1.08052, 14.6911, 1.98484,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_baryon_density__tolerance0.5_window-size2048_nCoeff20, 0.00500004, 273.895, 0.00330931, 121.829, 1.0777, 14.6581, 2.0584,sim_stats_rhob.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_dark_matter_density__tolerance0.5_window-size2048_nCoeff20, 0.00500003, 24.3374, 0.000497407, 110.883, 0.744736, 14.3365, 1.68336,sim_stats_rhodm.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_temperature__tolerance0.5_window-size2048_nCoeff20, 0.00500005, 12332.5, 789.128, 100.179, 2.24112, 15.2153, 2.46759,sim_stats_temp.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_x__tolerance0.5_window-size2048_nCoeff20, 0.00500004, 151032, 1.02166e+08, 70.3612, 1.48509, 14.8565, 2.24075,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_y__tolerance0.5_window-size2048_nCoeff20, 0.00500005, 154310, 1.06806e+08, 70.2089, 1.54057, 14.9216, 2.259,sim_stats_velmag.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
Isabela_velocity_z__tolerance0.5_window-size2048_nCoeff20, 0.00500004, 158000, 1.26086e+08, 69.5889, 1.12087, 14.7416, 2.01686,sim_stats_vz.png,lya_all_axes_x.png,lya_all_axes_y.png,lya_all_axes_z.png
